,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Quantity
2997,2998,,Female,Sweater,Clothing,40,Idaho,S,Yellow,Spring,2.7,No,Next Day Air,No,No,14.0,Venmo,,1
2998,2999,,Female,Hoodie,Clothing,53,Alaska,M,Red,Summer,,No,,No,No,,Debit Card,,1
2999,3000,31.0,Female,Sunglasses,Accessories,48,New Hampshire,S,Charcoal,Winter,3.8,No,Standard,No,No,10.0,Cash,Monthly,1
3000,3001,57.0,Female,Sandals,Footwear,70,Ohio,M,Lavender,Winter,3.7,No,Express,No,No,7.0,PayPal,Weekly,3
3001,3002,29.0,Female,Coat,Outerwear,29,Montana,L,Charcoal,Summer,4.7,No,Express,No,No,28.0,Credit Card,Quarterly,2
3002,3003,70.0,Female,Belt,Accessories,29,Louisiana,M,Maroon,Fall,3.6,No,Next Day Air,No,No,19.0,Bank Transfer,Quarterly,2
3003,3004,51.0,Female,Blouse,Clothing,53,Oregon,M,Brown,Fall,2.8,No,Express,No,No,13.0,Credit Card,Every 3 Months,2
3004,3005,45.0,Female,Skirt,Clothing,79,Arizona,M,Lavender,Winter,3.7,No,Store Pickup,No,No,23.0,Venmo,Fortnightly,1
3005,3006,18.0,Female,Shorts,Clothing,65,Alaska,XL,Brown,Spring,3.5,No,Express,No,No,5.0,Venmo,Weekly,3
3006,3007,37.0,Female,Dress,Clothing,99,Utah,M,Olive,Summer,3.7,No,Store Pickup,No,No,17.0,Venmo,Bi-Weekly,3
3007,3008,23.0,Female,Sunglasses,Accessories,60,New York,L,Lavender,Winter,3.0,No,Next Day Air,No,No,31.0,Venmo,Weekly,4
3008,3009,39.0,Female,Shoes,Footwear,86,New Mexico,M,Gold,Winter,4.9,No,Free Shipping,No,No,19.0,PayPal,Weekly,3
3009,3010,62.0,Female,Belt,Accessories,73,Louisiana,M,Silver,Winter,4.6,No,Free Shipping,No,No,8.0,Venmo,Fortnightly,1
3010,3011,,Female,Belt,Accessories,45,Ohio,M,Violet,Winter,,No,,No,No,,Credit Card,,3
3011,3012,20.0,Female,Belt,Accessories,70,Nevada,S,Brown,Summer,3.0,No,Next Day Air,No,No,18.0,Credit Card,Every 3 Months,3
3012,3013,,Female,Belt,Accessories,65,Idaho,M,Teal,Fall,,No,Standard,No,No,,PayPal,,4
3013,3014,41.0,Female,Skirt,Clothing,55,Arizona,L,Peach,Summer,4.2,No,Store Pickup,No,No,13.0,Cash,Monthly,4
3014,3015,24.0,Female,T-shirt,Clothing,65,Utah,M,Maroon,Spring,4.5,No,Express,No,No,38.0,PayPal,Every 3 Months,3
3015,3016,,Female,Scarf,Accessories,21,Wyoming,XL,Lavender,Spring,,No,,No,No,,Bank Transfer,,4
3016,3017,30.0,Female,Blouse,Clothing,26,Indiana,L,Lavender,Summer,4.9,No,Store Pickup,No,No,31.0,Bank Transfer,Quarterly,3
3017,3018,58.0,Female,Sunglasses,Accessories,71,Wisconsin,S,Purple,Summer,3.3,No,Next Day Air,No,No,24.0,Cash,Bi-Weekly,1
3018,3019,43.0,Female,Boots,Footwear,41,Texas,M,Green,Summer,3.0,No,Free Shipping,No,No,21.0,Debit Card,Bi-Weekly,1
3019,3020,19.0,Female,Jacket,Outerwear,44,Utah,M,Yellow,Winter,3.9,No,2-Day Shipping,No,No,15.0,PayPal,Annually,1
3020,3021,23.0,Female,Jeans,Clothing,81,Arkansas,S,Charcoal,Fall,2.8,No,Store Pickup,No,No,48.0,Venmo,Every 3 Months,1
3021,3022,65.0,Female,Sunglasses,Accessories,77,Pennsylvania,S,Blue,Summer,4.5,No,2-Day Shipping,No,No,47.0,Cash,Quarterly,4
3022,3023,58.0,Female,Sandals,Footwear,26,Georgia,M,Lavender,Fall,4.0,No,Free Shipping,No,No,23.0,PayPal,Weekly,2
3023,3024,50.0,Female,Backpack,Accessories,31,Indiana,M,Brown,Summer,2.9,No,Express,No,No,4.0,PayPal,Quarterly,1
3024,3025,67.0,Female,Blouse,Clothing,82,Idaho,S,White,Spring,4.0,No,Free Shipping,No,No,47.0,Credit Card,Every 3 Months,4
3025,3026,40.0,Female,Shoes,Footwear,60,Montana,XL,Green,Summer,3.4,No,Store Pickup,No,No,7.0,PayPal,Monthly,4
3026,3027,55.0,Female,Shirt,Clothing,70,Tennessee,L,Magenta,Fall,2.5,No,Free Shipping,No,No,6.0,Credit Card,Annually,4
3027,3028,52.0,Female,Hoodie,Clothing,26,West Virginia,XL,Peach,Winter,2.8,No,2-Day Shipping,No,No,47.0,Credit Card,Quarterly,2
3028,3029,62.0,Female,Dress,Clothing,100,California,L,Charcoal,Summer,3.0,No,Free Shipping,No,No,7.0,PayPal,Every 3 Months,2
3029,3030,64.0,Female,Dress,Clothing,82,Georgia,M,Gold,Summer,3.1,No,Free Shipping,No,No,1.0,Debit Card,Quarterly,2
3030,3031,43.0,Female,Sneakers,Footwear,24,Maryland,XL,Purple,Spring,2.6,No,2-Day Shipping,No,No,23.0,Credit Card,Weekly,4
3031,3032,61.0,Female,Blouse,Clothing,74,Idaho,L,Teal,Summer,4.9,No,2-Day Shipping,No,No,30.0,Credit Card,Monthly,2
3032,3033,,Female,Backpack,Accessories,58,California,XL,Green,Summer,,No,,No,No,,Credit Card,,3
3033,3034,,Female,Sweater,Clothing,56,Alabama,L,Orange,Spring,,No,,No,No,,PayPal,,1
3034,3035,51.0,Female,Boots,Footwear,37,Utah,L,Peach,Spring,3.5,No,2-Day Shipping,No,No,25.0,Credit Card,Quarterly,3
3035,3036,69.0,Female,Handbag,Accessories,64,Kentucky,M,Gold,Spring,4.5,No,Free Shipping,No,No,18.0,Cash,Bi-Weekly,2
3036,3037,,Female,Hoodie,Clothing,58,Vermont,S,Violet,Spring,,No,,No,No,,Venmo,,1
3037,3038,51.0,Female,Belt,Accessories,44,Iowa,L,Charcoal,Summer,4.8,No,Next Day Air,No,No,2.0,Cash,Annually,2
3038,3039,56.0,Female,Jewelry,Accessories,39,Georgia,M,Brown,Summer,4.2,No,Free Shipping,No,No,36.0,Debit Card,Annually,1
3039,3040,59.0,Female,Blouse,Clothing,48,Alabama,L,Blue,Spring,3.2,No,Next Day Air,No,No,31.0,PayPal,,4
3040,3041,18.0,Female,Handbag,Accessories,32,Nebraska,M,Gold,Fall,4.1,No,Express,No,No,10.0,Cash,Fortnightly,1
3041,3042,48.0,Female,Handbag,Accessories,79,Rhode Island,M,Orange,Winter,4.0,No,Express,No,No,27.0,PayPal,Monthly,2
3042,3043,,Female,Coat,Outerwear,27,South Dakota,L,Turquoise,Winter,,No,,No,No,,PayPal,,1
3043,3044,,Female,Belt,Accessories,98,Illinois,S,Peach,Fall,,No,,No,No,,Credit Card,,1
3044,3045,,Female,Boots,Footwear,67,North Carolina,M,Magenta,Winter,2.7,No,Free Shipping,No,No,10.0,Bank Transfer,,1
3045,3046,42.0,Female,Socks,Clothing,37,Florida,L,Black,Winter,4.6,No,2-Day Shipping,No,No,4.0,PayPal,,1
3046,3047,60.0,Female,Shoes,Footwear,49,Pennsylvania,M,White,Spring,3.2,No,Store Pickup,No,No,25.0,Cash,Every 3 Months,4
3047,3048,,Female,Sneakers,Footwear,74,Vermont,M,Violet,Fall,,No,,No,No,,PayPal,,1
3048,3049,69.0,Female,Jewelry,Accessories,93,Colorado,M,Olive,Summer,3.9,No,Standard,No,No,47.0,Venmo,Fortnightly,1
3049,3050,40.0,Female,Handbag,Accessories,60,Utah,L,Red,Summer,3.0,No,Next Day Air,No,No,41.0,Bank Transfer,Bi-Weekly,4
3050,3051,31.0,Female,Coat,Outerwear,76,Kentucky,S,Green,Spring,3.6,No,Standard,No,No,28.0,Venmo,Every 3 Months,2
3051,3052,44.0,Female,Sunglasses,Accessories,64,Wyoming,L,Gold,Summer,4.6,No,Express,No,No,49.0,Debit Card,Every 3 Months,3
3052,3053,,Female,Shoes,Footwear,38,Maine,XL,Olive,Spring,,No,,No,No,,Bank Transfer,,1
3053,3054,32.0,Female,Shoes,Footwear,91,Maine,L,Brown,Winter,3.2,No,Next Day Air,No,No,22.0,Bank Transfer,Monthly,1
3054,3055,42.0,Female,Boots,Footwear,70,New Hampshire,S,Magenta,Summer,4.9,No,2-Day Shipping,No,No,34.0,Venmo,Monthly,1
3055,3056,27.0,Female,Sandals,Footwear,22,Kansas,M,Violet,Fall,5.0,No,Standard,No,No,5.0,Debit Card,Bi-Weekly,4
3056,3057,69.0,Female,Gloves,Accessories,59,New Jersey,M,Beige,Spring,3.8,No,Standard,No,No,15.0,Cash,Bi-Weekly,1
3057,3058,,Female,Backpack,Accessories,22,North Carolina,M,Blue,Spring,,No,,No,No,,Bank Transfer,,3
3058,3059,41.0,Female,Handbag,Accessories,74,West Virginia,S,Orange,Winter,3.8,No,Store Pickup,No,No,3.0,Bank Transfer,,4
3059,3060,46.0,Female,Sweater,Clothing,71,Kentucky,L,Maroon,Spring,3.2,No,Express,No,No,42.0,Credit Card,Quarterly,4
3060,3061,47.0,Female,Coat,Outerwear,80,California,S,Charcoal,Summer,4.7,No,Store Pickup,No,No,1.0,Venmo,Monthly,1
3061,3062,33.0,Female,T-shirt,Clothing,59,South Dakota,L,Olive,Fall,4.5,No,Express,No,No,20.0,PayPal,Every 3 Months,1
3062,3063,51.0,Female,Backpack,Accessories,96,California,L,Green,Fall,3.3,No,Standard,No,No,39.0,PayPal,Monthly,3
3063,3064,26.0,Female,Sunglasses,Accessories,43,Connecticut,L,Brown,Winter,3.9,No,Store Pickup,No,No,24.0,Credit Card,Fortnightly,2
3064,3065,22.0,Female,Belt,Accessories,76,Idaho,S,Cyan,Winter,3.6,No,Express,No,No,49.0,Bank Transfer,Quarterly,3
3065,3066,49.0,Female,Jacket,Outerwear,59,North Dakota,M,Beige,Fall,2.8,No,Store Pickup,No,No,7.0,Venmo,Bi-Weekly,2
3066,3067,58.0,Female,Skirt,Clothing,48,Michigan,L,Teal,Summer,4.3,No,Free Shipping,No,No,13.0,Venmo,Every 3 Months,2
3067,3068,70.0,Female,Belt,Accessories,22,Missouri,S,Gray,Spring,3.5,No,Free Shipping,No,No,2.0,Cash,Weekly,4
3068,3069,32.0,Female,Boots,Footwear,40,California,M,Indigo,Winter,4.2,No,Express,No,No,4.0,Debit Card,Weekly,1
3069,3070,62.0,Female,Jeans,Clothing,73,Delaware,L,Magenta,Spring,4.6,No,Express,No,No,17.0,Debit Card,Quarterly,3
3070,3071,,Female,Shoes,Footwear,26,Alabama,XL,Red,Fall,,No,Free Shipping,No,No,,PayPal,,3
3071,3072,,Female,Sweater,Clothing,41,New Hampshire,L,Turquoise,Spring,,No,,No,No,,PayPal,,1
3072,3073,26.0,Female,Jewelry,Accessories,98,New York,L,Peach,Spring,3.1,No,Standard,No,No,46.0,PayPal,Quarterly,1
3073,3074,58.0,Female,Shirt,Clothing,63,Oregon,L,White,Winter,3.6,No,Free Shipping,No,No,7.0,Debit Card,Bi-Weekly,4
3074,3075,,Female,Boots,Footwear,55,Massachusetts,L,Maroon,Winter,,No,,No,No,,Debit Card,,1
3075,3076,54.0,Female,Shorts,Clothing,90,Utah,XL,Beige,Winter,3.6,No,Standard,No,No,21.0,PayPal,Every 3 Months,4
3076,3077,,Female,Handbag,Accessories,46,New Hampshire,M,Blue,Summer,,No,,No,No,,Venmo,,1
3077,3078,60.0,Female,Sweater,Clothing,88,Illinois,S,Red,Spring,3.0,No,Store Pickup,No,No,33.0,Debit Card,Bi-Weekly,4
3078,3079,,Female,Belt,Accessories,95,Alaska,M,Blue,Spring,2.5,No,2-Day Shipping,No,No,24.0,Bank Transfer,,1
3079,3080,,Female,Belt,Accessories,31,Wyoming,M,Maroon,Fall,,No,,No,No,,Bank Transfer,,3
3080,3081,69.0,Female,Hoodie,Clothing,42,Colorado,L,Yellow,Spring,4.1,No,Next Day Air,No,No,5.0,Cash,Bi-Weekly,2
3081,3082,64.0,Female,Sneakers,Footwear,44,Vermont,L,Pink,Winter,4.9,No,Next Day Air,No,No,11.0,Credit Card,Weekly,4
3082,3083,,Female,T-shirt,Clothing,99,Utah,M,Maroon,Spring,,No,,No,No,,Bank Transfer,,4
3083,3084,22.0,Female,Pants,Clothing,20,Illinois,S,Purple,Summer,3.5,No,Store Pickup,No,No,28.0,PayPal,Quarterly,4
3084,3085,46.0,Female,Scarf,Accessories,37,Idaho,S,Indigo,Spring,3.2,No,Store Pickup,No,No,43.0,PayPal,Monthly,3
3085,3086,24.0,Female,Sweater,Clothing,50,Nevada,L,Gray,Winter,2.8,No,Store Pickup,No,No,10.0,Venmo,Every 3 Months,2
3086,3087,,Female,Handbag,Accessories,73,Utah,M,Lavender,Summer,,No,,No,No,,Venmo,,3
3087,3088,62.0,Female,Shirt,Clothing,84,North Carolina,M,Charcoal,Spring,3.1,No,Free Shipping,No,No,29.0,Bank Transfer,Monthly,4
3088,3089,34.0,Female,Dress,Clothing,64,Arkansas,M,Teal,Spring,3.3,No,Store Pickup,No,No,35.0,Bank Transfer,Quarterly,4
3089,3090,50.0,Female,Sandals,Footwear,21,North Carolina,L,Blue,Fall,4.6,No,Free Shipping,No,No,23.0,Cash,Bi-Weekly,1
3090,3091,29.0,Female,Shirt,Clothing,36,Texas,M,Peach,Summer,4.9,No,Store Pickup,No,No,15.0,Bank Transfer,Quarterly,2
3091,3092,68.0,Female,Dress,Clothing,81,Nevada,L,Orange,Winter,3.4,No,2-Day Shipping,No,No,46.0,Credit Card,Annually,1
3092,3093,52.0,Female,Sunglasses,Accessories,54,Utah,L,Silver,Fall,3.5,No,Next Day Air,No,No,14.0,Bank Transfer,Bi-Weekly,3
3093,3094,29.0,Female,Socks,Clothing,63,Pennsylvania,L,Red,Summer,4.8,No,Store Pickup,No,No,17.0,Cash,Every 3 Months,2
3094,3095,22.0,Female,Sandals,Footwear,59,Georgia,M,Gray,Summer,2.7,No,Store Pickup,No,No,9.0,Cash,Weekly,2
3095,3096,62.0,Female,Hat,Accessories,53,Minnesota,S,Beige,Fall,3.4,No,Standard,No,No,13.0,Venmo,Fortnightly,4
3096,3097,69.0,Female,Shirt,Clothing,63,Kansas,L,White,Winter,3.5,No,Next Day Air,No,No,20.0,Bank Transfer,Monthly,3
3097,3098,48.0,Female,Shoes,Footwear,33,Delaware,M,Silver,Fall,3.7,No,Free Shipping,No,No,39.0,Bank Transfer,Quarterly,4
3098,3099,,Female,Pants,Clothing,64,New Mexico,L,Cyan,Summer,,No,,No,No,,Bank Transfer,,1
3099,3100,42.0,Female,Shirt,Clothing,98,Michigan,S,Maroon,Fall,2.9,No,Free Shipping,No,No,21.0,Bank Transfer,Bi-Weekly,1
3100,3101,50.0,Female,Hat,Accessories,85,Vermont,L,Purple,Winter,3.9,No,Express,No,No,3.0,Bank Transfer,Weekly,1
3101,3102,32.0,Female,Jewelry,Accessories,82,Idaho,S,Brown,Summer,2.7,No,Express,No,No,9.0,PayPal,Fortnightly,1
3102,3103,51.0,Female,Jacket,Outerwear,85,South Dakota,M,Green,Summer,4.3,No,Standard,No,No,29.0,Cash,Bi-Weekly,1
3103,3104,27.0,Female,Shirt,Clothing,37,Illinois,S,Peach,Winter,3.0,No,2-Day Shipping,No,No,42.0,Bank Transfer,Weekly,4
3104,3105,43.0,Female,Pants,Clothing,56,Georgia,S,Turquoise,Summer,5.0,No,2-Day Shipping,No,No,41.0,Debit Card,Fortnightly,2
3105,3106,48.0,Female,Skirt,Clothing,33,Oregon,M,Olive,Fall,2.7,No,Express,No,No,17.0,Debit Card,Monthly,2
3106,3107,62.0,Female,Sandals,Footwear,57,Alabama,M,Yellow,Winter,4.7,No,Next Day Air,No,No,20.0,PayPal,Annually,2
3107,3108,65.0,Female,Blouse,Clothing,31,Hawaii,L,Gray,Winter,4.6,No,Standard,No,No,18.0,Credit Card,Bi-Weekly,1
3108,3109,50.0,Female,Socks,Clothing,69,Oregon,M,Purple,Fall,3.2,No,2-Day Shipping,No,No,7.0,PayPal,Monthly,4
3109,3110,60.0,Female,Jacket,Outerwear,92,Illinois,M,Gray,Winter,4.3,No,Free Shipping,No,No,47.0,Bank Transfer,Fortnightly,3
3110,3111,19.0,Female,Handbag,Accessories,46,Texas,L,Lavender,Fall,4.6,No,Next Day Air,No,No,2.0,Bank Transfer,Bi-Weekly,1
3111,3112,21.0,Female,Belt,Accessories,81,Kansas,XL,Indigo,Spring,4.9,No,Free Shipping,No,No,25.0,Debit Card,Quarterly,1
3112,3113,19.0,Female,Blouse,Clothing,97,Texas,S,Green,Fall,3.8,No,Express,No,No,26.0,Venmo,Annually,4
3113,3114,,Female,Shirt,Clothing,93,Nebraska,L,Green,Summer,2.6,No,Express,No,No,2.0,Debit Card,,4
3114,3115,21.0,Female,Handbag,Accessories,56,Arkansas,M,Olive,Spring,4.7,No,Store Pickup,No,No,45.0,Venmo,Bi-Weekly,1
3115,3116,26.0,Female,Scarf,Accessories,53,South Dakota,M,Charcoal,Fall,4.1,No,Free Shipping,No,No,9.0,Bank Transfer,Bi-Weekly,2
3116,3117,50.0,Female,Coat,Outerwear,66,Montana,L,Gray,Spring,3.7,No,Store Pickup,No,No,1.0,Venmo,Weekly,4
3117,3118,43.0,Female,Hoodie,Clothing,50,Florida,M,Olive,Fall,3.0,No,Free Shipping,No,No,4.0,PayPal,,3
3118,3119,61.0,Female,Shorts,Clothing,97,Virginia,L,Blue,Summer,4.7,No,Standard,No,No,31.0,Debit Card,Quarterly,1
3119,3120,63.0,Female,Sandals,Footwear,79,Louisiana,XL,Silver,Winter,4.7,No,2-Day Shipping,No,No,21.0,Credit Card,Every 3 Months,3
3120,3121,46.0,Female,Shirt,Clothing,76,Louisiana,M,Magenta,Fall,4.0,No,Store Pickup,No,No,32.0,Debit Card,Fortnightly,3
3121,3122,63.0,Female,Hoodie,Clothing,38,Louisiana,L,Black,Fall,2.6,No,Standard,No,No,16.0,Venmo,Weekly,3
3122,3123,,Female,Socks,Clothing,45,Georgia,M,Pink,Fall,,No,,No,No,,Credit Card,,4
3123,3124,57.0,Female,Handbag,Accessories,77,Iowa,XL,Red,Fall,3.3,No,Next Day Air,No,No,40.0,Venmo,Bi-Weekly,1
3124,3125,57.0,Female,Jewelry,Accessories,51,California,M,Peach,Summer,3.4,No,Standard,No,No,4.0,Cash,Every 3 Months,2
3125,3126,33.0,Female,Coat,Outerwear,26,Oregon,L,Lavender,Spring,4.0,No,Standard,No,No,3.0,Cash,Quarterly,4
3126,3127,,Female,Sunglasses,Accessories,76,Maine,L,Lavender,Winter,,No,,No,No,,Bank Transfer,,2
3127,3128,55.0,Female,Gloves,Accessories,94,Louisiana,M,Beige,Winter,3.4,No,Free Shipping,No,No,43.0,Credit Card,Every 3 Months,2
3128,3129,,Female,Jacket,Outerwear,32,Arkansas,S,Indigo,Fall,,No,Standard,No,No,,Cash,,4
3129,3130,,Female,Sandals,Footwear,20,Maryland,S,Cyan,Summer,,No,,No,No,,Venmo,,2
3130,3131,52.0,Female,Pants,Clothing,20,Vermont,M,Yellow,Summer,4.5,No,Store Pickup,No,No,34.0,Venmo,Every 3 Months,3
3131,3132,34.0,Female,Jacket,Outerwear,59,North Dakota,M,Peach,Fall,2.9,No,Store Pickup,No,No,11.0,Bank Transfer,Every 3 Months,4
3132,3133,,Female,Sweater,Clothing,97,Michigan,M,Yellow,Summer,,No,,No,No,,Cash,,1
3133,3134,58.0,Female,T-shirt,Clothing,68,Arkansas,M,Orange,Spring,4.1,No,Next Day Air,No,No,29.0,Cash,Bi-Weekly,4
3134,3135,35.0,Female,Boots,Footwear,66,Kentucky,L,Gray,Spring,4.4,No,Store Pickup,No,No,47.0,Bank Transfer,Weekly,3
3135,3136,,Female,Shoes,Footwear,85,Indiana,L,Yellow,Spring,,No,,No,No,,Venmo,,3
3136,3137,58.0,Female,Skirt,Clothing,32,Minnesota,M,Gray,Fall,3.1,No,Next Day Air,No,No,29.0,Cash,Bi-Weekly,3
3137,3138,,Female,Coat,Outerwear,44,Louisiana,M,Turquoise,Spring,2.7,No,2-Day Shipping,No,No,14.0,Bank Transfer,,4
3138,3139,47.0,Female,Blouse,Clothing,95,Kentucky,L,Gray,Fall,4.6,No,Next Day Air,No,No,40.0,Cash,Every 3 Months,2
3139,3140,35.0,Female,Sunglasses,Accessories,85,Georgia,M,Olive,Winter,4.4,No,Next Day Air,No,No,4.0,Venmo,Weekly,3
3140,3141,34.0,Female,Gloves,Accessories,44,Alaska,XL,Peach,Summer,4.6,No,Free Shipping,No,No,37.0,Bank Transfer,Weekly,3
3141,3142,36.0,Female,Sunglasses,Accessories,30,Mississippi,S,Peach,Winter,4.9,No,Express,No,No,47.0,Credit Card,,4
3142,3143,23.0,Female,Sneakers,Footwear,21,Kansas,L,Magenta,Winter,4.0,No,2-Day Shipping,No,No,1.0,Venmo,Quarterly,4
3143,3144,68.0,Female,Hoodie,Clothing,22,Arizona,M,Purple,Summer,2.9,No,Store Pickup,No,No,26.0,Cash,Quarterly,4
3144,3145,23.0,Female,Boots,Footwear,70,Maine,L,Beige,Spring,2.6,No,Free Shipping,No,No,12.0,Debit Card,Quarterly,3
3145,3146,57.0,Female,Handbag,Accessories,29,Texas,XL,Purple,Spring,4.6,No,Standard,No,No,16.0,PayPal,Fortnightly,1
3146,3147,21.0,Female,Shirt,Clothing,83,Virginia,S,Yellow,Winter,4.9,No,Free Shipping,No,No,19.0,PayPal,Annually,2
3147,3148,45.0,Female,Sweater,Clothing,99,North Dakota,M,Pink,Winter,4.3,No,Express,No,No,21.0,Credit Card,Weekly,4
3148,3149,37.0,Female,Shorts,Clothing,35,West Virginia,L,Purple,Fall,4.3,No,Free Shipping,No,No,15.0,Venmo,Weekly,1
3149,3150,18.0,Female,Belt,Accessories,40,North Carolina,M,Lavender,Winter,4.6,No,Free Shipping,No,No,9.0,Venmo,Annually,3
3150,3151,55.0,Female,Blouse,Clothing,25,Georgia,M,Peach,Spring,2.6,No,Express,No,No,7.0,Bank Transfer,,2
3151,3152,52.0,Female,T-shirt,Clothing,64,New Mexico,L,Orange,Fall,3.1,No,2-Day Shipping,No,No,47.0,Bank Transfer,Quarterly,3
3152,3153,49.0,Female,Belt,Accessories,90,North Carolina,M,Red,Fall,3.1,No,Store Pickup,No,No,17.0,PayPal,Monthly,2
3153,3154,56.0,Female,Socks,Clothing,88,Alabama,L,Red,Fall,3.1,No,Next Day Air,No,No,46.0,Venmo,Fortnightly,4
3154,3155,27.0,Female,Belt,Accessories,55,Connecticut,M,Gold,Winter,4.4,No,Standard,No,No,32.0,Cash,Quarterly,1
3155,3156,22.0,Female,Handbag,Accessories,90,Montana,M,Brown,Fall,4.3,No,Free Shipping,No,No,34.0,Cash,Annually,1
3156,3157,18.0,Female,Shirt,Clothing,50,Montana,M,Black,Winter,3.1,No,2-Day Shipping,No,No,18.0,Cash,Monthly,2
3157,3158,21.0,Female,Belt,Accessories,34,Maine,L,Red,Fall,3.1,No,Store Pickup,No,No,5.0,Debit Card,Fortnightly,1
3158,3159,30.0,Female,Jewelry,Accessories,77,Mississippi,M,Gray,Winter,4.9,No,2-Day Shipping,No,No,44.0,Credit Card,Monthly,3
3159,3160,62.0,Female,Hat,Accessories,89,Louisiana,L,Pink,Winter,2.9,No,Store Pickup,No,No,4.0,Bank Transfer,Quarterly,1
3160,3161,,Female,Backpack,Accessories,87,Nebraska,XL,Turquoise,Fall,3.8,No,Next Day Air,No,No,37.0,Cash,,1
3161,3162,66.0,Female,Dress,Clothing,77,Massachusetts,S,Charcoal,Winter,4.2,No,2-Day Shipping,No,No,43.0,Cash,Monthly,1
3162,3163,,Female,Shoes,Footwear,85,Wisconsin,L,Blue,Winter,,No,,No,No,,Bank Transfer,,1
3163,3164,,Female,Pants,Clothing,66,Nebraska,XL,Turquoise,Summer,2.8,No,Express,No,No,36.0,Cash,,1
3164,3165,,Female,Dress,Clothing,32,Arizona,L,Silver,Winter,2.6,No,Standard,No,No,16.0,Credit Card,,4
3165,3166,49.0,Female,Jacket,Outerwear,92,Hawaii,M,Lavender,Spring,3.0,No,Store Pickup,No,No,38.0,Bank Transfer,Every 3 Months,2
3166,3167,19.0,Female,Shirt,Clothing,80,Georgia,M,Gold,Winter,2.7,No,Next Day Air,No,No,37.0,Bank Transfer,Fortnightly,2
3167,3168,24.0,Female,Dress,Clothing,78,Oregon,M,Blue,Fall,2.8,No,2-Day Shipping,No,No,9.0,Cash,,4
3168,3169,31.0,Female,Jeans,Clothing,24,Montana,M,Orange,Spring,2.9,No,2-Day Shipping,No,No,14.0,PayPal,Fortnightly,2
3169,3170,35.0,Female,T-shirt,Clothing,59,Georgia,M,White,Fall,3.8,No,Free Shipping,No,No,3.0,Venmo,Weekly,4
3170,3171,65.0,Female,Sunglasses,Accessories,41,Rhode Island,XL,Charcoal,Spring,4.4,No,Express,No,No,10.0,Credit Card,Fortnightly,1
3171,3172,68.0,Female,Jewelry,Accessories,26,Tennessee,M,Maroon,Spring,3.1,No,Express,No,No,26.0,Bank Transfer,Bi-Weekly,3
3172,3173,,Female,Socks,Clothing,52,Missouri,M,Olive,Fall,,No,,No,No,,Debit Card,,3
3173,3174,69.0,Female,Skirt,Clothing,46,Washington,L,Teal,Summer,4.9,No,Next Day Air,No,No,32.0,PayPal,Fortnightly,2
3174,3175,45.0,Female,Pants,Clothing,52,Oklahoma,L,Orange,Winter,3.8,No,Store Pickup,No,No,35.0,PayPal,Monthly,3
3175,3176,35.0,Female,Socks,Clothing,42,Connecticut,M,Maroon,Fall,3.4,No,Store Pickup,No,No,26.0,Debit Card,Every 3 Months,2
3176,3177,36.0,Female,Sandals,Footwear,37,Arkansas,XL,Turquoise,Spring,4.6,No,2-Day Shipping,No,No,39.0,Credit Card,Monthly,1
3177,3178,,Female,Belt,Accessories,52,Missouri,L,Beige,Fall,,No,Standard,No,No,,Credit Card,,3
3178,3179,66.0,Female,Sandals,Footwear,34,Washington,L,Beige,Spring,2.7,No,Free Shipping,No,No,28.0,Credit Card,Annually,3
3179,3180,57.0,Female,Shorts,Clothing,88,Idaho,M,Olive,Spring,4.3,No,Free Shipping,No,No,12.0,Debit Card,Bi-Weekly,4
3180,3181,,Female,Handbag,Accessories,88,Montana,L,Turquoise,Fall,,No,,No,No,,PayPal,,4
3181,3182,31.0,Female,Jacket,Outerwear,51,Montana,M,Charcoal,Summer,4.4,No,Free Shipping,No,No,27.0,PayPal,Every 3 Months,2
3182,3183,50.0,Female,Sunglasses,Accessories,97,Georgia,L,Green,Fall,3.6,No,Free Shipping,No,No,4.0,Credit Card,Annually,2
3183,3184,50.0,Female,Sneakers,Footwear,56,Mississippi,M,Green,Winter,3.5,No,Standard,No,No,14.0,Cash,Every 3 Months,4
3184,3185,61.0,Female,Sweater,Clothing,53,Hawaii,L,Green,Spring,4.2,No,2-Day Shipping,No,No,30.0,Venmo,Quarterly,3
3185,3186,52.0,Female,Skirt,Clothing,71,Ohio,L,Gold,Fall,4.7,No,Express,No,No,6.0,PayPal,Annually,2
3186,3187,38.0,Female,Jewelry,Accessories,93,Virginia,S,Cyan,Winter,4.8,No,Store Pickup,No,No,43.0,Venmo,Annually,1
3187,3188,,Female,Blouse,Clothing,72,Texas,L,Indigo,Winter,,No,,No,No,,Debit Card,,2
3188,3189,42.0,Female,Blouse,Clothing,59,Vermont,M,Lavender,Winter,3.5,No,Standard,No,No,39.0,Bank Transfer,,2
3189,3190,25.0,Female,Boots,Footwear,87,Kansas,M,Beige,Summer,4.2,No,Store Pickup,No,No,30.0,PayPal,Bi-Weekly,2
3190,3191,41.0,Female,Jeans,Clothing,78,California,S,Purple,Fall,3.4,No,Free Shipping,No,No,5.0,Credit Card,Fortnightly,1
